https://www.CryptoDataDownload.com
unix,date,symbol,open,high,low,close,Volume USD,Volume ADA
1640217600000,2021-12-23 00:00:00,ADA/USD,1.3283,1.4912,1.3078,1.4764,7421524.410239495,5026770.80075826
1640131200000,2021-12-22 00:00:00,ADA/USD,1.2821,1.3689,1.2767,1.3288,4764067.5239533,3585240.46053078
1640044800000,2021-12-21 00:00:00,ADA/USD,1.2385,1.2904,1.2286,1.2809,3976085.6827932457,3104134.34522074
1639958400000,2021-12-20 00:00:00,ADA/USD,1.2446,1.2604,1.2013,1.2373,3278416.7812810205,2649653.90873759
1639872000000,2021-12-19 00:00:00,ADA/USD,1.2438,1.3123,1.2413,1.2446,4219133.8815847505,3389951.6965971002
1639785600000,2021-12-18 00:00:00,ADA/USD,1.2195,1.2671,1.2,1.2427,1985981.754069636,1598118.41479813
1639699200000,2021-12-17 00:00:00,ADA/USD,1.2396,1.2596,1.1841,1.2199,3719533.266236349,3049047.6811512
1639612800000,2021-12-16 00:00:00,ADA/USD,1.3131,1.3323,1.2368,1.2402,3360861.8924485696,2709935.40755408
1639526400000,2021-12-15 00:00:00,ADA/USD,1.2681,1.3328,1.2048,1.3114,4647046.99410779,3543577.08868979
1639440000000,2021-12-14 00:00:00,ADA/USD,1.2248,1.2851,1.2,1.2673,5908520.694805311,4662290.45593412
1639353600000,2021-12-13 00:00:00,ADA/USD,1.3471,1.3577,1.2005,1.2267,4452737.376536685,3629850.31102689
1639267200000,2021-12-12 00:00:00,ADA/USD,1.3551,1.4159,1.3201,1.3475,3593309.2990487977,2666648.83046293
1639180800000,2021-12-11 00:00:00,ADA/USD,1.2114,1.3623,1.1928,1.3548,5029541.113680914,3712386.41399536
1639094400000,2021-12-10 00:00:00,ADA/USD,1.2904,1.3355,1.2077,1.211,5740510.670179061,4740306.0860273
1639008000000,2021-12-09 00:00:00,ADA/USD,1.3975,1.4087,1.2879,1.2898,3783530.86064369,2933424.45390269
1638921600000,2021-12-08 00:00:00,ADA/USD,1.3781,1.423,1.3401,1.3963,2050350.0294841086,1468416.55051501
